IDENTIFIER,IDENTIFFIER_TYPE,PUBLISHER,TITLE,PRIMARY_CREATORS,UNIVERSITY,SEMESTER,DEPARTMENT,COURSE CODE,NO. OF STUDENTS,PRESCRIBED/RECOMMENDED
978-0-702-15202-3,ISBN,Juta,Managing for Excellence in the Public Sector (2nd),"Van der Waldt, G and Du Toit",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4119W,47,Prescribed
9781416036524,ISBN,WB Saunders Company,Massage Principles and Practice (Third), Susan G,UCT,2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1034S,60,Prescribed
978-1-4051-7738-2,ISBN,Wiley – Blackwell Publishers,Occupation Analysis in Practice,"MacKenzie, L. and O”Toole, G. (eds)",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2043W,56,Recommended
978-0-08-045084-1,ISBN,"Churchill Livingstone Elsevier, Edinburgh",Occupational therapy and physical dysfunction. Enabling occupation (6th),"Curtin M, Molineux M, Supyk-Mellson J (eds)",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3107W,58,Recommended
978-0323028738,ISBN,Mosby,Occupational Therapy for Children (5th ),Case-Smith J.,UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3107W,58,Prescribed
978-0323028738,ISBN,Mosby,Occupational Therapy for Children (5th ),Case-Smith J.,UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4120W,51,Prescribed
978-0323028738,ISBN,Mosby,Occupational Therapy for Children (5th ),Case-Smith J.,UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4121W,51,Prescribed
978-1-86156-420-7,ISBN,"Whurr Publishers, London",Occupational Therapy in Psychiatry & Mental Health,"Crouch RB, Alers VM (eds).",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Prescribed
9780620464864,ISBN,"Whurr Publishers, London",Occupational therapy: an African perspective,"Alers,V & Crouch R",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Prescribed
978-1556425301,ISBN,"Slack Inc, Thorofare, NJ,","Occupational Therapy: Performance, Participation, and Well-Being ( 3rd)","Christiansen CH, Baum CM, Bass Haugen J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3113W,58,Recommended
9789185424726,ISBN,CDRA,Organisations and Development. Towards building a practice.,"Taylor, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4120W,51,Prescribed
9789185424726,ISBN,CDRA,Organisations and Development. Towards building a practice.,"Taylor, J.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4121W,51,Prescribed
978-0323059121,ISBN,Mosby Inc,Pedretti’s Occupational Therapy Practice: Skills for Physical Dysfunction (6th edn),"Pendleton H, Schultz-Krohn W.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3107W,58,Prescribed
978-0-323-02954-4,ISBN,Mosby Elsevier,Play in occupational therapy for children (2nd),"Parham, D. and Fazio, L.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4120W,51,Prescribed
978-0-323-02954-4,ISBN,Mosby Elsevier,Play in occupational therapy for children (2nd),"Parham, D. and Fazio, L.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4121W,51,Prescribed
978-0-470-01969-6,ISBN,"John Wiley & Sons Ltd, Chichester","Practice and service learning in occupational therapy. Enhancing potential in context,","Lorenzo T, Duncan M, Buchanan H, Alsop A (eds)",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3107W,58,Recommended
978-0-470-01969-6,ISBN,"John Wiley & Sons Ltd, Chichester","Practice and service learning in occupational therapy. Enhancing potential in context,","Lorenzo T, Duncan M, Buchanan H, Alsop A (eds)",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Recommended
978-1-868-53474-6,ISBN,Heinman,Promoting Health in South Africa: An Action Manual,"N Coulson, S Goldstein, A Ntuli",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2043W,56,Recommended
978-1-868-53474-6,ISBN,Heinman,Promoting Health in South Africa: An action manual,"N Coulson, S Goldstein, A Ntuli",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2053H,58,Prescribed
978-0323059114,ISBN,Mosby Inc,Stroke Rehabilitation: A Function-Based Approach (2nd Edition),"Gillen G, Burkhardt A",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3107W,58,Prescribed
978-0-443-10180-9,ISBN,"Churchill Livingstone, Elsevier",Tetraplegia and paraplegia: A guide for physiotherapists (Sixth),I Bromley,UCT,2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1034S,60,Recommended
9780335241385,ISBN,Maidenhead: Open University Press.,The good research guide for small-scale social research projects,Denscombe,UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS4119W,51,Prescribed
9780748772575,ISBN,"Nelson Thornes Ltd, Cheltenham",The practice of psychosocial occupational therapy (3rd ),"Finlay, L",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2043W,56,Recommended
978-1853394614,ISBN,ITDG Publishing,Training for transformation. A handbook for community workers (Book 4),"Hope A, Timmel S",UCT,2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1032S,55,Prescribed
978-1853394614,ISBN,ITDG Publishing,Training for transformation. A handbook for community workers (Book 4),"Hope A, Timmel S",UCT,1st semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS1035F,55,Prescribed
978-1-86156-425-2,ISBN,"Whurr Publishers, London",Transformation through Occupation,"Watson R, Swartz L (eds)",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3113W,58,Prescribed
978-1-901-24275-1,ISBN,Glasgow: Gaskell,Where there is no psychiatrist: a mental health care manual.,"Patel, V.",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Recommended
978-0781727983,ISBN,"Lippincott, Williams & Wilkins Publishers,",Willard & Spackman’s Occupational Therapy (10th),"Elizabeth B Crepeau, Ellen S. Cohn, Barbara A. Boyt Schell, Maureen E. Neistadt",UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3113W,58,Recommended
978-0195781403,ISBN,"Oxford University Press, Cape Town",Working with groups,Becker L (ed),UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS2043W,56,Recommended
978-0195781403,ISBN,"Oxford University Press, Cape Town",Working with groups,Becker L (ed),UCT,1st & 2nd semester,Health and Rehabilitative Science & Public Health and Family Medicine,AHS3108W,58,Recommended
978-0-702-04802-9,ISBN,Elsevier Health Sciences / Churchull Livingston,150 ECG Problems (3rd),John Hampton,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-620-404907-0,ISBN,Quickfox Publishing,A skills standard for budding Scientists: The essential guide to mastering skills in the FET phase science subjects,J Buchanan,UCT,1st semester,Human Biology,HUB1022F,53,Recommended
978-1-604-06746-0,ISBN,Thieme,Atlas of Anatomy,"Anne Gilroy, Brian MacPherson, Lawrence M. Ross",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-071-76402-5,ISBN,McGraw-Hill,Basic and Clinical Pharmacology,"Bertam Katzung, Susan Masters and Anthyony Trevor",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-437-71896-6,ISBN,Elsevier Health Sciences / Saunders,Cellular and Molecular Immunology (7th),"Abul K. Abbas, Andrew H. H. Lichtman, Shiv Pillai",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-723-43776-5,ISBN,Elsevier Health Sciences,Clinical Chemistry (7th),"William J. Marshall, Stephen K Bangert, Márta Lapsley",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-729-57905-6,ISBN,Elsevier Health Sciences,Clinical Examination: A systematic guide to physical diagnosis (6th),"Nicholas J. Talley, Simon O’Connor",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-702-05304-7,ISBN,Elsevier Health Sciences,Clinical Medicine (8th),"Parveen Kumar, Michael L Clark",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-935-66003-3,ISBN,"MedMaster, Incorporated",Clinical Microbiology made ridiculously simple (5th),"Mark Gladwin, Bill Trattler",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-195-70981-0,ISBN,Oxford University Press,Culture and Mental Health. A southern African view,Leslie Swatz,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-340-91450-2,ISBN,Hodder Arnold,"Culture, Health and Illness (5th)",Cecil G Helman,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-443-10057-4,ISBN,Elsevier/Churchill Livingstone,Davidson's Principles and Practice of Medicine (21st),"Nicholas A. Boon, Sir Stanley Davidson",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-195-76277-8,ISBN,Oxford University Press,Epidemiology: A research manual for South Africa (2nd),"Katzenellenbogen JM, Abdull Karriem & Joubert G",UCT,1st & 2nd semester,Human Biology,HUB2017H,260,Prescribed
978-1-405-13649-5,ISBN,Wiley-Blackwell Publishers,Essential Haematology (5th),Hoffbrand and Petit,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-405-19890-5,ISBN,Wiley-Blackwell Publishers,Essential Haematology (6th),Hoffbrand and Petit,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-321-76103-3,ISBN,Pearson Benjamin Cummings,Fundamentals of Anatomy and Physiology (9th ),"Frederic Martini, Judi Lindsley Nath, Edwin F. Bartholomew",UCT,1st semester,Human Biology,HUB1006F,220,Prescribed
978-0-321-76103-3,ISBN,Pearson Benjamin Cummings,Fundamentals of Anatomy and Physiology (9th ),"Frederic Martini, Judi Lindsley Nath, Edwin F. Bartholomew",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-443-06888-1,ISBN,Elsevier Health Sciences / Churchill Livingstone,General and Systematic Pathology (5th),"James C. E. Underwood, Simon S Cross",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-195-99817-7,ISBN,Oxford University Press ,Handbook of Family Medicine (3rd),Bob Mash,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-323-08588-5,ISBN,Elsevier Health Sciences,Histology and Cell Biology: An Introdution to Pathology (3rd),"Abraham L Kierszenbaum, Laura Tres",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-1-118-29862-6,ISBN,John Wiley & Sons,How the Immune System works (4th),Lauren Sompayrac,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-071-28074-7,ISBN,McGraw-Hill,Human Development,"Diane E. Papalia, Sally Wendkos Olds, Ruth Duskin Feldman",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-323-03663-4,ISBN,Elsevier / Mosby,Human Histology (3rd),"Alan Stevens, James Steven Lowe",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-133-10893-1,ISBN,Cengage Learning,Human Physiology (8th),Lauralee Sherwood,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-323-04331-1,ISBN,Elsevier / Mosby,Immunology for medical students (2nd),"Roderick Nairn, Matthew Helbert",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-815-34243-4,ISBN,Garland Sciences,Janeway’s Immunology (8th),Kenneth Murphy,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-340-94688-6,ISBN,CRC Press,Making sense of the ECG: a hands on guide,"Andrew Houghton, David Gray",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-0-729-54075-9,ISBN,Elsevier Australia,Mechanisms of Clinical Signs,"Mark Dennis, William Talbot Bowen, Lucy Cho",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-323-05371-6,ISBN,Elsevier Health Sciences / Mosby,Medical Biochemistry (3rd),"John Baynes, Marek H. Dominiczak",UCT,1st & 2nd semester,Human Biology,HUB1007S,220,Prescribed
978-0-323-05371-6,ISBN,Elsevier Health Sciences / Mosby,Medical Biochemistry (3rd),"John Baynes, Marek H. Dominiczak",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-702-05029-9,ISBN,Elsevier Health Sciences / Mosby,Medical Microbiology (5th),"Richard Georing, Hazel Dockell, Ivan Roitt, Mark Zuckerman, Derek Wakelin",UCT,1st & 2nd semester,Human Biology,HUB2017H,210,Prescribed
978-1-118-25741-8,ISBN,John Wiley & Sons,Medical Microbiology & Infection at a Glance (3rd),Stephen Gillespie & Kathleen Bamford,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-118-30647-5,ISBN,John Wiley & Sons,Medical Pharmacology at a glance (6th),Michael J Neal,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-8-481-74926-7,ISBN,Elsevier,Medical Physiology (12th),"Arthur C. Guyton, John Edward Hall",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Recommended
978-1-416-04702-5,ISBN,Elsevier / Saunders,Netter's Anatomy colouring book,John T. Hansen,UCT,1st semester,Human Biology,HUB1006F,220,Prescribed
978-0-702-03086-4,ISBN,Elsevier Health Sciences / Churchill Livingstone,Neuroanatomy: An illustrated colour text (4th),"Alan R. Crossman, David Neary",UCT,1st & 2nd semester,Human Biology,HUB2017H,210,Prescribed
978-0-071-60396-6,ISBN,McGraw-Hill,Neuroanatomy: Text and Atlas (4th),John Harry Martin,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-198-56925-1,ISBN,Oxford University Press,Oxford Handbook of Infectious Diseases and Microbiology,"Estée Török, Fiona Cooke, Ed Moran",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-620-39997-5,ISBN,"Health and Medical Publishing Group, UCT",South African Medicines Formulary (10th),"Rossiter and Blockman, UCT, Division of Clinical Pharmacology",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-195-71926-0,ISBN,Oxford University Press,Textbook of Psychiatry for Southern Africa,"Brian Robertson, C. W. Allwood, C. A. Gagiano",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-1-429-23205-0,ISBN,Worth Publishers,The Developing Person through the Lifespan (7th ),Kathleen Stassen Berger,UCT,1st semester,Human Biology,HUB1006F,220,Prescribed
978-0-443-07367-0,ISBN,Elsevier / Churchill Livingstone,Virology- An Illustrated Colour Text,"Korsman, van Zyl, Nutt, Anderson, Preiser",UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0-443-06850-8,ISBN,Elsevier Health Sciences / Churchill Livingstone,Wheater's Functional Histology (5th),Barbara Young,UCT,1st & 2nd semester,Human Biology,HUB2017H,220,Prescribed
978-0538453028,ISBN,Cengage Learning,C# Programming: From Problem Analysis to Program Design Edition: 3rd,Barbara Doyle ,UCT,1st semester,Information Systems,INF1003F,16,Recommended
978-1408066362,ISBN,Cengage Learning,"Database Principles: Fundamentals Of Design, Implementations And Management",Stephen Morris,UCT,1st semester,Information Systems,INF2007F,33,Recommended
9780538469685,ISBN,Thomson Learning,"Database Systems: Design, Implementation, and Management","Peter Rob, Carlos Coronel and Keeley Crockett",UCT,1st semester,Information Systems,INF2007F,33,Recommended
978-1-118-49030-3,ISBN,John Wiley & Sons,Excel 2013 Bible,John Walkenbach,UCT,1st & 2nd semester,Information Systems,INF1002H,81,Prescribed
978-1-118-49030-3,ISBN,John Wiley & Sons,Excel 2013 Bible,John Walkenbach,UCT,1st semester,Information Systems,INF1102F,81,Prescribed
978-0-077-12536-3,ISBN,McGraw-Hill,Object-oriented Systems Analysis and Design Using UML (4th (or 3rd) Edition),"Simon Bennett, Ray Farmer, Steve McRobb",UCT,1st & 2nd semester,Information Systems,INF4015W,32,Prescribed
9780273716860,ISBN,Prentice Hall,Research methods for business students,"Sounders, Lewis, Thornhill",UCT,1st & 2nd semester,Information Systems,INF4024W,80,Prescribed
978-1-847-19677-4,ISBN,Packt Publishing Ltd,Scratch 1.4: Beginner's Guide [Paperback],Michael Badger ,UCT,1st & 2nd semester,Information Systems,INF1002H,81,Prescribed
978-1-847-19677-4,ISBN,Packt Publishing Ltd,Scratch 1.4: Beginner's Guide [Paperback],Michael Badger ,UCT,1st semester,Information Systems,INF1102F,81,Prescribed
978-1305075191,ISBN,Cengage Learning,Scratch 2.0,Jerry Lee Ford,UCT,2nd Semester,Information Systems,INF1102S,130,Recommended
9780230229549,ISBN,Palgrave MacMillan,People Management in Turbulent Times,Adrian Furnham,UCT,2nd Semester,Information Systems,INF2011S,60,Recommended
978-1-408-23374-0,ISBN,Longman,Alaysing sentences: An Introduction to English Syntax (3rd edition),N Burton-Roberts,UCT,1st & 2nd semester,Linguistics,AXL2301S,50,Recommended
978-1-408-23374-0,ISBN,Longman,Alaysing sentences: An Introduction to English Syntax (3rd edition),N Burton-Roberts,UCT,1st semester,Linguistics,AXL2300F,55,Recommended
978-1-133-31068-6,ISBN,Wadsworth,An Introduction To Language (8th),"V Fromkin, R Rodman & N Hyams",UCT,1st semester,Linguistics,AXL1300F,180,Prescribed
978-0-312-17571-9,ISBN,Longmans,Contact Languages: Pidgins & Creoles,M Sebba,UCT,1st semester,Linguistics,AXL5310F,5,Prescribed
978-0-748-63844-4,ISBN,Edinburgh University Press,Introducing Sociolinguistics (2nd),"R Mesthrie, J Swann, A Deumert, W Leap",UCT,2nd Semester,Linguistics,AXL1301S,145,Prescribed
978-0-521-79105-2,ISBN,Cambridge University Press,Language in South Africa (Local 'Africa Collection' Edition),R Mesthrie,UCT,1st semester,Linguistics,AXL2301S,50,Recommended
978-1-405-15246-4,ISBN,Basil Blackwell,Sociolinguistic Theory (3rd),JK Chambers,UCT,2nd Semester,Linguistics,AXL4306S,6,Prescribed
